Tipo,PERFIL,d,bf,tf,hw,tw,r2,bf/2tf,hw/tw,Ag,Peso,Ix,Sx,rx,Qx,Zx,Iy,Sy,ry,Qy,1.5Sy,Zy,w1,d1,w4,t1,t2,J,Cw,X1,X2 (10)-5,Lp_alma,Lr_alma,Lp_ala,Lr_ala,x,eo,xp,Designacion,b,t,r,r1,b/t,ex-ey,w,v1,Ix-Iy,Sx-Sy,rx-ry,Iv,Sv,iv,Iz,iz
W,27x217,722,359,38.1,610.0,21.1,,4.7,28.9,411.6,322.9,369197.0,10226.0,30.0,5801.0,11602.0,29303.0,1635.0,8.4,1262.0,2453.0,2524.0,,,,,,1540.0,34372591.0,21512,34.5,,,,,,,,,,,,,,,,,,,,,,,,
W,27x194,714,356,34.0,610.0,19.1,,5.2,32.0,367.7,288.7,325493.0,9111.0,29.7,5146.0,10291.0,25723.0,1444.0,8.4,1114.0,2166.0,2229.0,,,,,,1103.0,29807481.0,19305,53,,,,,,,,,,,,,,,,,,,,,,,,
W,27x178,706,358,30.2,610.0,18.4,,5.9,33.1,337.4,264.9,290946.0,8226.0,29.5,4646.0,9291.0,23101.0,1291.0,8.3,1000.0,1937.0,1999.0,,,,,,812.0,26397076.0,17582,78.7,,,,,,,,,,,,,,,,,,,,,,,,
W,27x161,701,356,27.4,610.0,16.8,,6.5,36.4,305.8,239.6,261393.0,7456.0,29.2,4195.0,8390.0,20687.0,1162.0,8.2,893.0,1743.0,1786.0,,,,,,612.0,23443181.0,15996,113,,,,,,,,,,,,,,,,,,,,,,,,
W,27x146,695,355,24.8,610.0,15.4,,7.2,39.7,276.8,217.3,234338.0,6735.0,29.0,3777.0,7554.0,18439.0,1041.0,8.2,799.0,1561.0,1598.0,,,,,,454.0,20730969.0,14548,166,,,,,,,,,,,,,,,,,,,,,,,,
W,27x129,702,254,27.9,610.0,15.5,,4.6,39.3,243.9,192.0,198126.0,5654.0,28.5,3236.0,6473.0,7659.0,603.0,5.6,472.0,905.0,944.0,,,,,,466.0,8727416.0,16478,112,,,,,,,,,,,,,,,,,,,,,,,,
W,27x114,693,256,23.6,610.0,14.5,,5.4,42.1,216.1,169.7,170239.0,4900.0,27.9,2810.0,5621.0,6618.0,516.0,5.5,404.0,774.0,808.0,,,,,,305.0,7411590.0,14479,194,,,,,,,,,,,,,,,,,,,,,,,,
W,27x102,688,254,21.1,610.0,13.1,,6.0,46.6,193.5,151.8,150676.0,4375.0,27.9,2499.0,4998.0,5786.0,456.0,5.5,356.0,683.0,711.0,,,,,,220.0,6444861.0,13031,295,,,,,,,,,,,,,,,,,,,,,,,,
W,27x94,684,254,18.9,610.0,12.4,,6.7,49.0,178.7,139.9,136108.0,3982.0,27.7,2278.0,4556.0,5161.0,406.0,5.4,318.0,610.0,636.0,,,,,,168.0,5719814.0,11997,419,,,,,,,,,,,,,,,,,,,,,,,,
W,27x84,678,253,16.3,610.0,11.7,,7.8,52.2,160.0,125.0,118626.0,3490.0,27.2,1999.0,3998.0,4412.0,347.0,5.3,272.0,521.0,544.0,,,,,,117.0,4806792.0,10825,654,,,,,,,,,,,,,,,,,,,,,,,,
W,24x492,753,359,89.9,533.0,50.0,,2.0,10.7,929.0,732.2,795002.0,21139.0,29.2,12700.0,25400.0,69511.0,3884.0,8.7,3073.0,5826.0,6145.0,,,,,,18980.0,75995650.0,54813,0.9,,,,,,,,,,,,,,,,,,,,,,,,
W,24x408,725,351,75.9,533.0,41.9,,2.3,12.7,767.7,607.2,628509.0,17370.0,28.7,10242.0,20484.0,54943.0,3130.0,8.5,2458.0,4695.0,4916.0,,,,,,11280.0,57466675.0,46746,1.66,,,,,,,,,,,,,,,,,,,,,,,,
W,24x335,699,343,63.0,533.0,35.1,,2.7,15.2,634.8,498.5,495315.0,14158.0,27.9,8357.0,16715.0,42872.0,2491.0,8.2,1950.0,3736.0,3900.0,,,,,,6410.0,42965739.0,39300,3.28,,,,,,,,,,,,,,,,,,,,,,,,
W,24x279,679,338,53.1,533.0,29.5,,3.2,18.1,529.0,415.2,399582.0,11766.0,27.4,6842.0,13683.0,34256.0,2032.0,8.1,1581.0,3048.0,3163.0,,,,,,3817.0,33566983.0,33371,6.25,,,,,,,,,,,,,,,,,,,,,,,,
W,24x250,669,335,48.0,533.0,26.4,,3.5,20.2,474.2,372.0,353380.0,10553.0,27.2,6096.0,12192.0,30135.0,1803.0,8.0,1401.0,2704.0,2802.0,,,,,,2801.0,29001874.0,30130,9.17,,,,,,,,,,,,,,,,,,,,,,,,
W,24x229,661,333,43.9,533.0,24.4,,3.8,21.9,433.5,340.8,318417.0,9636.0,27.2,5539.0,11078.0,27097.0,1629.0,7.9,1262.0,2443.0,2524.0,,,,,,2156.0,25725736.0,27717,12.7,,,,,,,,,,,,,,,,,,,,,,,,
W,24x207,653,330,39.9,533.0,22.1,,4.1,24.1,391.6,308.0,283870.0,8702.0,26.9,4965.0,9931.0,24058.0,1455.0,7.8,1123.0,2183.0,2245.0,,,,,,1607.0,22530159.0,25166,18.4,,,,,,,,,,,,,,,,,,,,,,,,
W,24x192,647,329,37.1,533.0,20.6,,4.4,25.9,363.2,285.7,260561.0,8046.0,26.7,4580.0,9160.0,22060.0,1340.0,7.8,1032.0,2011.0,2065.0,,,,,,1290.0,20462433.0,23511,24.2,,,,,,,,,,,,,,,,,,,,,,,,
W,24x176,641,327,34.0,533.0,19.1,,4.8,28.0,333.5,261.9,236419.0,7374.0,26.7,4187.0,8374.0,19937.0,1218.0,7.7,942.0,1826.0,1885.0,,,,,,1003.0,18367853.0,21650,33.4,,,,,,,,,,,,,,,,,,,,,,,,
W,24x162,635,329,31.0,533.0,17.9,,5.3,29.8,307.7,241.0,215192.0,6784.0,26.4,3835.0,7669.0,18439.0,1121.0,7.8,860.0,1681.0,1721.0,,,,,,770.0,16810345.0,19788,47.5,,,,,,,,,,,,,,,,,,,,,,,,
W,24x146,628,328,27.7,533.0,16.5,,5.9,32.3,277.4,217.0,190634.0,6080.0,26.2,3425.0,6850.0,16275.0,991.0,7.7,764.0,1487.0,1527.0,,,,,,558.0,14662058.0,17857,71.9,,,,,,,,,,,,,,,,,,,,,,,,
W,24x131,622,327,24.4,533.0,15.4,,6.7,34.7,248.4,194.9,167325.0,5391.0,25.9,3032.0,6063.0,14152.0,869.0,7.5,668.0,1303.0,1336.0,,,,,,395.0,12648039.0,16065,111,,,,,,,,,,,,,,,,,,,,,,,,
W,24x117,616,325,21.6,533.0,14.0,,7.5,38.2,221.9,174.1,147346.0,4769.0,25.7,2679.0,5359.0,12362.0,762.0,7.5,585.0,1143.0,1170.0,,,,,,280.0,10956263.0,14410,172,,,,,,,,,,,,,,,,,,,,,,,,
W,24x104,611,324,19.1,533.0,12.7,,8.5,42.0,197.4,154.8,129032.0,4228.0,25.7,2368.0,4736.0,10780.0,667.0,7.4,511.0,1000.0,1023.0,,,,,,196.0,9452463.0,12824,271,,,,,,,,,,,,,,,,,,,,,,,,
W,24x103,623,229,24.9,533.0,14.0,,4.6,38.2,195.5,153.3,124869.0,4015.0,25.3,2294.0,4588.0,4953.0,434.0,5.1,340.0,651.0,680.0,,,,,,296.0,4457695.0,16547,111,,,,,,,,,,,,,,,,,,,,,,,,
W,24x94,617,230,22.2,533.0,13.1,,5.2,40.8,178.7,139.9,112382.0,3638.0,25.1,2081.0,4162.0,4537.0,393.0,5.0,307.0,590.0,615.0,,,,,,219.0,4028038.0,15031,164,,,,,,,,,,,,,,,,,,,,,,,,
W,24x84,612,229,19.6,533.0,11.9,,5.9,44.7,159.4,125.0,98647.0,3212.0,24.9,1835.0,3671.0,3929.0,342.0,5.0,267.0,514.0,534.0,,,,,,154.0,3437259.0,13445,257,,,,,,,,,,,,,,,,,,,,,,,,
W,24x76,608,228,17.3,533.0,11.2,,6.6,47.7,144.5,113.1,87409.0,2884.0,24.6,1639.0,3277.0,3434.0,302.0,4.9,234.0,452.0,469.0,,,,,,112.0,2980748.0,12135,391,,,,,,,,,,,,,,,,,,,,,,,,
W,24x68,603,228,14.9,533.0,10.5,,7.7,50.6,129.7,101.2,76170.0,2524.0,24.3,1450.0,2901.0,2930.0,257.0,4.8,201.0,386.0,401.0,,,,,,77.8,2532293.0,10963,610,,,,,,,,,,,,,,,,,,,,,,,,
W,24x62,603,179,15.0,533.0,10.9,,6.0,48.8,117.4,92.3,64516.0,2147.0,23.4,1254.0,2507.0,1436.0,161.0,3.5,129.0,241.0,257.0,,,,,,71.2,1240636.0,11721,528,,,,,,,,,,,,,,,,,,,,,,,,
W,24x55,599,178,12.8,533.0,10.0,,6.9,53.2,104.5,81.8,56191.0,1868.0,23.1,1098.0,2196.0,1211.0,136.0,3.4,109.0,204.0,218.0,,,,,,49.1,1039234.0,10618,833,,,,,,,,,,,,,,,,,,,,,,,,
W,21x201,585,319,41.4,464.0,23.1,,3.9,20.1,381.9,299.1,221019.0,7554.0,24.1,4343.0,8685.0,22560.0,1411.0,7.7,1090.0,2116.0,2179.0,,,,,,1719.0,16595517.0,29579,9.5,,,,,,,,,,,,,,,,,,,,,,,,
W,21x182,577,318,37.6,464.0,21.1,,4.2,22.0,345.8,270.8,196877.0,6833.0,23.9,3900.0,7800.0,20104.0,1265.0,7.6,975.0,1898.0,1950.0,,,,,,1294.0,14581498.0,26959,13.7,,,,,,,,,,,,,,,,,,,,,,,,
W,21x166,571,315,34.5,464.0,19.1,,4.6,24.3,314.8,247.0,178147.0,6227.0,23.8,3540.0,7079.0,18106.0,1149.0,7.6,885.0,1723.0,1770.0,,,,,,995.0,13023990.0,24752,19,,,,,,,,,,,,,,,,,,,,,,,,
W,21x147,560,318,29.2,464.0,18.3,,5.4,25.3,278.7,218.8,151092.0,5391.0,23.3,3056.0,6112.0,15650.0,985.0,7.5,759.0,1477.0,1517.0,,,,,,641.0,11036824.0,21650,33.4,,,,,,,,,,,,,,,,,,,,,,,,
W,21x132,554,316,26.3,464.0,16.5,,6.0,28.1,250.3,196.4,134027.0,4834.0,23.2,2728.0,5457.0,13861.0,877.0,7.4,674.0,1315.0,1349.0,,,,,,470.0,9667291.0,19581,49.4,,,,,,,,,,,,,,,,,,,,,,,,
W,21x122,551,315,24.4,464.0,15.2,,6.5,30.4,231.6,181.6,123205.0,4474.0,23.1,2515.0,5031.0,12695.0,806.0,7.4,619.0,1209.0,1239.0,,,,,,374.0,8781123.0,18133,66.5,,,,,,,,,,,,,,,,,,,,,,,,
W,21x111,546,313,22.2,464.0,14.0,,7.1,33.2,211.0,165.2,111134.0,4080.0,23.0,2286.0,4572.0,11405.0,729.0,7.4,559.0,1094.0,1118.0,,,,,,284.0,7841247.0,16547,94.9,,,,,,,,,,,,,,,,,,,,,,,,
W,21x101,543,312,20.3,464.0,12.7,,7.7,36.5,192.3,150.3,100728.0,3720.0,22.9,2073.0,4146.0,10323.0,660.0,7.3,506.0,991.0,1011.0,,,,,,217.0,7035640.0,15168,135,,,,,,,,,,,,,,,,,,,,,,,,
W,21x93,549,214,23.6,464.0,14.7,,4.5,31.5,176.1,138.4,86160.0,3146.0,22.1,1811.0,3622.0,3867.0,362.0,4.7,284.0,543.0,569.0,,,,,,251.0,2669247.0,18478,72.8,,,,,,,,,,,,,,,,,,,,,,,,
W,21x83,544,212,21.2,464.0,13.1,,5.0,35.4,156.8,123.5,76170.0,2802.0,22.0,1606.0,3212.0,3388.0,320.0,4.7,250.0,479.0,500.0,,,,,,181.0,2317465.0,16547,110,,,,,,,,,,,,,,,,,,,,,,,,
W,21x73,539,211,18.8,464.0,11.6,,5.6,40.1,138.7,108.6,66597.0,2474.0,22.0,1409.0,2819.0,2939.0,279.0,4.6,218.0,418.0,436.0,,,,,,126.0,1989851.0,14755,176,,,,,,,,,,,,,,,,,,,,,,,,
W,21x68,537,210,17.4,464.0,10.9,,6.0,42.4,129.0,101.2,61602.0,2294.0,21.8,1311.0,2622.0,2693.0,257.0,4.6,200.0,386.0,400.0,,,,,,102.0,1815302.0,13790,229,,,,,,,,,,,,,,,,,,,,,,,,
W,21x62,533,209,15.6,464.0,10.2,,6.7,45.6,118.1,92.3,55359.0,2081.0,21.7,1180.0,2360.0,2393.0,228.0,4.5,178.0,342.0,356.0,,,,,,76.2,1600474.0,12548,334,,,,,,,,,,,,,,,,,,,,,,,,
W,21x57,535,166,16.5,464.0,10.3,,5.0,45.1,107.7,84.8,48699.0,1819.0,21.2,1057.0,2114.0,1274.0,153.0,3.4,121.0,230.0,243.0,,,,,,73.7,856629.0,13514,276,,,,,,,,,,,,,,,,,,,,,,,,
W,21x50,529,166,13.6,464.0,9.7,,6.1,48.0,94.8,74.4,40957.0,1549.0,20.8,901.0,1803.0,1036.0,125.0,3.3,100.0,188.0,200.0,,,,,,47.5,690137.0,11928,475,,,,,,,,,,,,,,,,,,,,,,,,
W,21x44,525,165,11.4,464.0,8.9,,7.2,52.1,83.9,65.5,35088.0,1337.0,20.5,782.0,1563.0,862.0,104.0,3.2,84.0,156.0,167.0,,,,,,32.0,566611.0,10687,770,,,,,,,,,,,,,,,,,,,,,,,,
W,18x311,567,305,69.6,394.0,38.6,,2.2,10.2,590.3,462.8,289697.0,10226.0,22.2,6170.0,12339.0,33090.0,2163.0,7.5,1696.0,3245.0,3392.0,,,,,,7367.0,20328165.0,56261,0.8,,,,,,,,,,,,,,,,,,,,,,,,
W,18x283,555,302,63.5,394.0,35.6,,2.4,11.1,536.8,421.2,256399.0,9242.0,21.9,5539.0,11078.0,29303.0,1934.0,7.4,1516.0,2901.0,3032.0,,,,,,5619.0,17615953.0,51849,1.09,,,,,,,,,,,,,,,,,,,,,,,,
W,18x258,545,299,58.4,394.0,32.5,,2.6,12.1,489.7,383.9,229344.0,8423.0,21.7,5006.0,10012.0,26139.0,1753.0,7.3,1360.0,2630.0,2720.0,,,,,,4329.0,15413959.0,47712,1.49,,,,,,,,,,,,,,,,,,,,,,,,
W,18x234,535,296,53.6,394.0,29.5,,2.8,13.4,443.9,348.2,203953.0,7636.0,21.4,4498.0,8996.0,23226.0,1570.0,7.2,1221.0,2355.0,2442.0,,,,,,3317.0,13399940.0,43851,2.04,,,,,,,,,,,,,,,,,,,,,,,,
W,18x211,525,293,48.5,394.0,26.9,,3.0,14.6,400.6,314.0,180228.0,6866.0,21.2,4015.0,8030.0,20520.0,1398.0,7.2,1082.0,2097.0,2163.0,,,,,,2468.0,11600749.0,39990,2.95,,,,,,,,,,,,,,,,,,,,,,,,
W,18x192,517,291,44.5,394.0,24.4,,3.3,16.1,363.9,285.7,161082.0,6227.0,21.0,3622.0,7243.0,18314.0,1259.0,7.1,975.0,1888.0,1950.0,,,,,,1881.0,10177509.0,36680,4.08,,,,,,,,,,,,,,,,,,,,,,,,
W,18x175,509,289,40.4,394.0,22.6,,3.6,17.4,331.0,260.4,143600.0,5637.0,20.8,3261.0,6522.0,16275.0,1127.0,7.0,869.0,1691.0,1737.0,,,,,,1424.0,8915391.0,33577,5.76,,,,,,,,,,,,,,,,,,,,,,,,
W,18x158,501,287,36.6,394.0,20.6,,3.9,19.1,298.7,235.1,127367.0,5080.0,20.6,2917.0,5834.0,14443.0,1006.0,7.0,777.0,1509.0,1553.0,,,,,,1057.0,7760687.0,30544,8.33,,,,,,,,,,,,,,,,,,,,,,,,
W,18x143,495,285,33.5,394.0,18.5,,4.3,21.2,271.6,212.8,114464.0,4621.0,20.6,2638.0,5277.0,12945.0,909.0,6.9,700.0,1364.0,1399.0,,,,,,807.0,6901372.0,27993,11.7,,,,,,,,,,,,,,,,,,,,,,,,
W,18x130,489,283,30.5,394.0,17.0,,4.7,23.1,246.5,193.0,102393.0,4195.0,20.4,2384.0,4769.0,11571.0,818.0,6.9,628.0,1227.0,1257.0,,,,,,612.0,6095764.0,25580,16.6,,,,,,,,,,,,,,,,,,,,,,,,
W,18x119,482,286,26.9,394.0,16.6,,5.3,23.7,226.5,177.0,91155.0,3785.0,20.1,2139.0,4277.0,10531.0,736.0,6.8,566.0,1104.0,1132.0,,,,,,441.0,5451278.0,23028,25.5,,,,,,,,,,,,,,,,,,,,,,,,
W,18x106,476,284,23.9,394.0,15.0,,6.0,26.3,200.6,157.7,79500.0,3343.0,19.9,1885.0,3769.0,9157.0,646.0,6.8,496.0,968.0,991.0,,,,,,311.0,4672524.0,20615,39.5,,,,,,,,,,,,,,,,,,,,,,,,
W,18x97,472,283,22.1,394.0,13.6,,6.4,29.0,183.9,144.4,72840.0,3081.0,19.9,1729.0,3458.0,8366.0,592.0,6.7,453.0,887.0,906.0,,,,,,244.0,4242867.0,18961,54.3,,,,,,,,,,,,,,,,,,,,,,,,
W,18x86,467,282,19.6,394.0,12.2,,7.2,32.3,163.2,128.0,63683.0,2720.0,19.7,1524.0,3048.0,7284.0,518.0,6.7,397.0,777.0,793.0,,,,,,171.0,3652088.0,16961,85.4,,,,,,,,,,,,,,,,,,,,,,,,
W,18x76,463,280,17.3,394.0,10.8,,8.1,36.5,143.9,113.1,55359.0,2393.0,19.6,1336.0,2671.0,6327.0,452.0,6.6,346.0,678.0,692.0,,,,,,118.0,3141870.0,15031,137,,,,,,,,,,,,,,,,,,,,,,,,
